name,county_name,2014_fraction_above_65,2014_fraction_above_75,2014_fraction_above_85,2014_fraction_above_95,2015_fraction_above_65,2015_fraction_above_75,2015_fraction_above_85,2015_fraction_above_95,2016_fraction_above_65,2016_fraction_above_75,2016_fraction_above_85,2016_fraction_above_95
"Bland, Virginia",Bland,0.08,0.04,0.01,0,0.23,0.13,0.05,0,0.14,0.08,0.02,0
"Bleckley, Georgia",Bleckley,0.1,0.06,0.03,0,0.14,0.07,0.04,0,0.18,0.09,0.05,0
"Bledsoe, Tennessee",Bledsoe,0.05,0.02,0.01,0,0.16,0.07,0.02,0,0.11,0.05,0.01,0
"Blount, Alabama",Blount,0.37,0.18,0.04,0,0.37,0.15,0.04,0,0.47,0.25,0.07,0
"Blount, Tennessee",Blount,0.52,0.4,0.2,0.03,0.59,0.49,0.32,0.06,0.54,0.44,0.25,0.04
"Blue Earth, Minnesota",Blue Earth,0.51,0.27,0.11,0.03,0.24,0.15,0.07,0.01,0.83,0.44,0.15,0.03
"Boise, Idaho",Boise,0,0,0,-0.01,0,0,0,-0.01,0,0,0,-0.01
"Bolivar, Mississippi",Bolivar,0.13,0.09,0.05,0,0.12,0.08,0.04,0,0.12,0.08,0.05,0.01
"Bollinger, Missouri",Bollinger,0.1,0.04,0.01,0,0.15,0.05,0.01,0,0.07,0.03,0.01,0
"Bon Homme, South Dakota",Bon Homme,0.07,0.03,0.01,0,0.02,0.01,0,0,0.1,0.04,0.01,0
"Bond, Illinois",Bond,0.51,0.24,0.09,0.01,0.6,0.28,0.09,0.01,0.3,0.13,0.05,0.01
"Bonner, Idaho",Bonner,0.07,0.04,0.02,0,0.02,0.01,0,0,0.05,0.03,0.01,0
"Bonneville, Idaho",Bonneville,0.11,0.08,0.05,0.01,0.05,0.03,0.02,0,0.17,0.12,0.06,0.01
"Boone, Arkansas",Boone,0.49,0.27,0.09,0.01,0.31,0.17,0.06,0.01,0.25,0.13,0.05,0.01
"Boone, Illinois",Boone,1,0.99,0.56,0.05,0.99,0.79,0.36,0.04,0.99,0.72,0.33,0.05
"Boone, Indiana",Boone,0.97,0.74,0.3,0.04,0.72,0.38,0.17,0.04,0.69,0.36,0.17,0.03
"Boone, Iowa",Boone,0.72,0.42,0.12,0.01,0.3,0.12,0.05,0,0.98,0.62,0.15,0.01
"Boone, Kentucky",Boone,0.92,0.77,0.49,0.16,1,0.99,0.74,0.23,0.99,0.94,0.62,0.19
"Boone, Missouri",Boone,0.81,0.58,0.28,0.08,0.61,0.42,0.22,0.07,0.58,0.37,0.19,0.05
"Boone, Nebraska",Boone,0.04,0.02,0.01,0,0.02,0.01,0,0,0.1,0.04,0.01,0
"Boone, West Virginia",Boone,0.42,0.25,0.1,0,0.78,0.56,0.29,0.02,0.5,0.35,0.17,0
"Borden, Texas",Borden,0.01,0,0,-0.01,0,0,0,0,0.01,0,0,0
"Bosque, Texas",Bosque,0.04,0.02,0.01,0,0.02,0.01,0.01,0,0.04,0.02,0.01,0
"Bossier, Louisiana",Bossier,0.32,0.23,0.13,0.03,0.33,0.23,0.13,0.03,0.37,0.28,0.16,0.04
"Botetourt, Virginia",Botetourt,0.11,0.07,0.04,0,0.32,0.19,0.09,0,0.14,0.1,0.05,0
"Bottineau, North Dakota",Bottineau,0.09,0.04,0.02,0,0.13,0.05,0.02,0,0.14,0.05,0.01,0
"Boulder, Colorado",Boulder,0.47,0.4,0.31,0.11,0.52,0.45,0.35,0.09,0.42,0.34,0.2,0.08
"Boundary, Idaho",Boundary,0.02,0.01,0,0,0.01,0,0,0,0.02,0.01,0,0
"Bourbon, Kansas",Bourbon,0.09,0.05,0.02,0,0.05,0.02,0.01,0,0.04,0.02,0.01,0
"Bourbon, Kentucky",Bourbon,0.26,0.12,0.04,0.01,0.98,0.69,0.17,0.01,0.47,0.19,0.05,0.01
"Bowie, Texas",Bowie,0.3,0.2,0.11,0.02,0.3,0.19,0.11,0.02,0.28,0.19,0.12,0.03
"Bowman, North Dakota",Bowman,0.06,0.04,0.02,0,0.04,0.02,0.01,0,0.05,0.03,0.01,0
"Box Butte, Nebraska",Box Butte,0.15,0.09,0.05,0,0.03,0.02,0.01,0,0.07,0.04,0.02,0
"Box Elder, Utah",Box Elder,0.04,0.02,0.01,0,0.01,0.01,0,0,0.04,0.02,0.01,0
"Boyd, Kentucky",Boyd,0.8,0.67,0.44,0.07,0.99,0.92,0.71,0.19,0.83,0.71,0.5,0.11
"Boyd, Nebraska",Boyd,0.03,0.01,0.01,0,0.01,0,0,-0.01,0.01,0.01,0,0
"Boyle, Kentucky",Boyle,0.39,0.25,0.12,0.02,0.8,0.65,0.31,0.06,0.65,0.46,0.2,0.03
"Bracken, Kentucky",Bracken,0.14,0.06,0.02,0,0.68,0.28,0.05,0,0.47,0.18,0.04,0
"Bradford, Florida",Bradford,0.28,0.14,0.05,0,0.24,0.14,0.07,0,0.28,0.18,0.08,0.01
"Bradford, Pennsylvania",Bradford,0.34,0.15,0.05,0,0.42,0.17,0.06,0.01,0.13,0.06,0.03,0
"Bradley, Arkansas",Bradley,0.04,0.03,0.01,0,0.03,0.02,0.01,0,0.04,0.03,0.01,0
"Bradley, Tennessee",Bradley,0.65,0.44,0.23,0.04,0.83,0.57,0.32,0.05,0.8,0.54,0.27,0.06
"Branch, Michigan",Branch,0.92,0.61,0.23,0.03,0.83,0.35,0.11,0.02,0.87,0.57,0.23,0.04
"Brantley, Georgia",Brantley,0.09,0.05,0.01,0,0.11,0.06,0.01,0,0.13,0.08,0.02,0
"Braxton, West Virginia",Braxton,0.06,0.03,0.01,0,0.18,0.09,0.04,0,0.15,0.08,0.03,0
"Brazoria, Texas",Brazoria,0.56,0.37,0.21,0.04,0.56,0.37,0.21,0.05,0.49,0.35,0.22,0.07
"Brazos, Texas",Brazos,0.63,0.47,0.28,0.08,0.48,0.35,0.23,0.08,0.51,0.39,0.25,0.09
"Breathitt, Kentucky",Breathitt,0.07,0.03,0.01,0,0.31,0.18,0.06,0,0.13,0.06,0.02,0
"Breckinridge, Kentucky",Breckinridge,0.19,0.08,0.03,0,0.41,0.18,0.05,0,0.12,0.05,0.02,0
"Bremer, Iowa",Bremer,0.73,0.37,0.1,0.02,0.31,0.14,0.05,0.01,0.78,0.41,0.11,0.02
"Brevard, Florida",Brevard,0.44,0.38,0.28,0.06,0.41,0.35,0.26,0.05,0.45,0.38,0.29,0.07
"Brewster, Texas",Brewster,0,0,0,0,0,0,0,0,0,0,0,0
"Briscoe, Texas",Briscoe,0,0,0,-0.01,0,0,0,0,0,0,0,0
"Bristol Bay, Alaska",Bristol Bay,0,0,0,-0.01,0.01,0,0,-0.01,0.03,0.01,0,-0.01
"Bristol, Massachusetts",Bristol,0.97,0.9,0.74,0.22,0.98,0.94,0.81,0.24,0.99,0.96,0.84,0.24
"Bristol, Rhode Island",Bristol,1,1,0.92,0.36,1,1,0.96,0.43,1,1,0.97,0.38
"Bristol, Virginia",Bristol,1,0.98,0.9,0.44,1,1,1,0.72,1,1,0.96,0.54
"Broadwater, Montana",Broadwater,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0
"Bronx, New York",Bronx,1,1,1,0.93,1,1,1,0.91,1,1,1,0.89
"Brooke, West Virginia",Brooke,0.98,0.84,0.51,0.05,1,0.89,0.62,0.13,0.91,0.76,0.54,0.11
"Brookings, South Dakota",Brookings,0.28,0.14,0.05,0.01,0.13,0.08,0.04,0.01,0.42,0.2,0.07,0.01
"Brooks, Georgia",Brooks,0.07,0.04,0.01,0,0.14,0.06,0.02,0,0.19,0.11,0.04,0
"Brooks, Texas",Brooks,0.04,0.02,0.01,0,0.03,0.02,0.01,0,0.04,0.02,0.01,0
"Broome, New York",Broome,0.49,0.36,0.21,0.05,0.54,0.38,0.22,0.06,0.42,0.3,0.17,0.05
"Broomfield, Colorado",Broomfield,1,1,1,0.76,1,1,1,0.74,1,1,0.97,0.6
"Broward, Florida",Broward,0.44,0.4,0.36,0.3,0.46,0.39,0.35,0.29,0.47,0.42,0.36,0.31
"Brown, Illinois",Brown,0.27,0.13,0.05,0,0.15,0.06,0.03,0,0.12,0.06,0.02,0
"Brown, Indiana",Brown,0.33,0.13,0.03,0,0.42,0.22,0.06,0,0.3,0.12,0.03,0
"Brown, Kansas",Brown,0.21,0.08,0.03,0,0.06,0.03,0.02,0,0.05,0.03,0.01,0
"Brown, Minnesota",Brown,0.37,0.13,0.05,0.02,0.09,0.05,0.03,0.01,0.74,0.25,0.06,0.02
"Brown, Nebraska",Brown,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0
"Brown, Ohio",Brown,0.28,0.14,0.05,0,0.84,0.5,0.15,0,0.63,0.34,0.1,0
"Brown, South Dakota",Brown,0.12,0.07,0.03,0.01,0.08,0.05,0.02,0,0.12,0.07,0.03,0
"Brown, Texas",Brown,0.09,0.06,0.03,0,0.07,0.05,0.03,0,0.08,0.05,0.03,0
"Brown, Wisconsin",Brown,0.99,0.93,0.56,0.17,0.97,0.79,0.43,0.15,0.99,0.96,0.64,0.18
"Brule, South Dakota",Brule,0.06,0.03,0.01,0,0.02,0.01,0,0,0.03,0.01,0.01,0
"Brunswick, North Carolina",Brunswick,0.38,0.29,0.18,0.01,0.4,0.31,0.18,0,0.43,0.33,0.21,0.01
"Brunswick, Virginia",Brunswick,0.13,0.06,0.02,0,0.26,0.14,0.04,0,0.15,0.08,0.02,0
"Bryan, Georgia",Bryan,0.19,0.12,0.05,0,0.18,0.12,0.06,0,0.21,0.15,0.07,0.01
"Bryan, Oklahoma",Bryan,0.23,0.13,0.05,0,0.17,0.09,0.04,0,0.19,0.12,0.06,0
"Buchanan, Iowa",Buchanan,0.67,0.29,0.07,0.01,0.25,0.09,0.04,0,0.77,0.32,0.07,0.01
"Buchanan, Missouri",Buchanan,0.97,0.74,0.39,0.11,0.55,0.33,0.19,0.08,0.41,0.29,0.17,0.06
"Buchanan, Virginia",Buchanan,0.24,0.11,0.03,0,0.68,0.45,0.2,0.01,0.37,0.21,0.07,0
"Buckingham, Virginia",Buckingham,0.06,0.03,0.01,0,0.23,0.1,0.03,0,0.07,0.03,0.01,0
"Bucks, Pennsylvania",Bucks,0.99,0.96,0.77,0.26,0.99,0.95,0.74,0.23,1,0.98,0.77,0.21
"Buena Vista, Iowa",Buena Vista,0.36,0.16,0.05,0.01,0.1,0.06,0.03,0,0.76,0.31,0.08,0.01
"Buena Vista, Virginia",Buena Vista,0.83,0.77,0.6,0.06,0.98,0.89,0.77,0.17,0.86,0.79,0.61,0.04
"Buffalo, Nebraska",Buffalo,0.3,0.16,0.08,0.02,0.1,0.06,0.04,0.01,0.27,0.14,0.06,0.02
"Buffalo, South Dakota",Buffalo,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0
"Buffalo, Wisconsin",Buffalo,0.29,0.13,0.04,0,0.2,0.07,0.02,0,0.34,0.13,0.03,0
"Bullitt, Kentucky",Bullitt,0.8,0.63,0.35,0.05,0.99,0.84,0.56,0.08,0.75,0.57,0.33,0.04
"Bulloch, Georgia",Bulloch,0.23,0.15,0.08,0.01,0.27,0.16,0.08,0.01,0.3,0.19,0.09,0.02
"Bullock, Alabama",Bullock,0.06,0.03,0.01,0,0.05,0.03,0.01,0,0.08,0.05,0.02,0
"Buncombe, North Carolina",Buncombe,0.51,0.38,0.23,0.05,0.67,0.52,0.32,0.05,0.54,0.42,0.27,0.06
"Bureau, Illinois",Bureau,0.56,0.24,0.08,0.01,0.45,0.19,0.07,0,0.21,0.11,0.05,0
"Burke, Georgia",Burke,0.11,0.06,0.02,0,0.13,0.07,0.02,0,0.17,0.1,0.04,0
"Burke, North Carolina",Burke,0.48,0.34,0.17,0.02,0.6,0.47,0.24,0.01,0.47,0.34,0.17,0.02
"Burke, North Dakota",Burke,0.32,0.17,0.08,0.01,0.36,0.14,0.05,0,0.29,0.14,0.05,0
"Burleigh, North Dakota",Burleigh,0.16,0.11,0.06,0.02,0.12,0.08,0.05,0.01,0.14,0.09,0.06,0.01
"Burleson, Texas",Burleson,0.21,0.09,0.04,0,0.15,0.08,0.04,0,0.16,0.08,0.04,0
"Burlington, New Jersey",Burlington,0.62,0.56,0.46,0.15,0.7,0.61,0.5,0.17,0.69,0.61,0.48,0.15
"Burnet, Texas",Burnet,0.16,0.08,0.03,0,0.11,0.06,0.03,0,0.13,0.08,0.04,0
"Burnett, Wisconsin",Burnett,0.22,0.12,0.03,0,0.16,0.06,0.01,0,0.32,0.14,0.03,0
"Burt, Nebraska",Burt,0.1,0.04,0.02,0,0.03,0.02,0.01,0,0.43,0.09,0.02,0
"Butler, Alabama",Butler,0.07,0.04,0.02,0,0.05,0.04,0.02,0,0.07,0.04,0.02,0
"Butler, Iowa",Butler,0.5,0.19,0.04,0,0.16,0.05,0.02,0,0.53,0.2,0.04,0
"Butler, Kansas",Butler,0.3,0.22,0.09,0,0.16,0.08,0.03,0,0.17,0.09,0.04,0
"Butler, Kentucky",Butler,0.13,0.06,0.02,0,0.32,0.12,0.03,0,0.09,0.04,0.01,0
"Butler, Missouri",Butler,0.32,0.19,0.08,0.01,0.33,0.19,0.09,0.01,0.18,0.11,0.05,0.01
"Butler, Nebraska",Butler,0.12,0.06,0.02,0,0.06,0.03,0.01,0,0.41,0.14,0.03,0
"Butler, Ohio",Butler,0.99,0.9,0.58,0.2,0.99,0.95,0.74,0.28,0.99,0.96,0.7,0.25
"Butler, Pennsylvania",Butler,0.94,0.77,0.38,0.04,0.95,0.8,0.44,0.05,0.92,0.76,0.4,0.05
"Butte, California",Butte,0.09,0.06,0.04,0,0.08,0.06,0.04,0,0.1,0.07,0.04,0
"Butte, Idaho",Butte,0.01,0,0,0,0,0,0,0,0.05,0.01,0,0
"Butte, South Dakota",Butte,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0
"Butts, Georgia",Butts,0.76,0.55,0.23,0.01,0.72,0.46,0.14,0,0.77,0.61,0.28,0.02
"Cabarrus, North Carolina",Cabarrus,0.9,0.74,0.51,0.11,0.93,0.75,0.51,0.09,0.93,0.8,0.56,0.14
"Cabell, West Virginia",Cabell,0.55,0.39,0.21,0.05,0.93,0.77,0.45,0.11,0.68,0.47,0.26,0.07
"Cabo Rojo, Puerto Rico",Cabo Rojo,0.64,0.58,0.46,0.04,0.65,0.57,0.38,0.02,0.66,0.59,0.45,0.02
"Cache, Utah",Cache,0.2,0.14,0.08,0,0.07,0.05,0.03,0,0.21,0.14,0.08,0.01
"Caddo, Louisiana",Caddo,0.46,0.35,0.22,0.08,0.41,0.31,0.19,0.06,0.49,0.38,0.25,0.09
"Caddo, Oklahoma",Caddo,0.16,0.07,0.03,0,0.15,0.06,0.02,0,0.12,0.06,0.03,0
"Caguas, Puerto Rico",Caguas,0.99,0.95,0.77,0.23,0.98,0.92,0.73,0.16,0.99,0.96,0.8,0.21
"Calaveras, California",Calaveras,0.04,0.03,0.01,0,0.04,0.02,0.01,0,0.05,0.03,0.01,0
"Calcasieu, Louisiana",Calcasieu,0.5,0.36,0.21,0.05,0.42,0.32,0.2,0.05,0.55,0.43,0.28,0.08
"Caldwell, Kentucky",Caldwell,0.29,0.13,0.05,0.01,0.48,0.25,0.08,0.01,0.18,0.09,0.04,0
"Caldwell, Louisiana",Caldwell,0.04,0.02,0.01,-0.01,0.04,0.02,0.01,-0.01,0.08,0.04,0.01,0
"Caldwell, Missouri",Caldwell,0.34,0.12,0.03,0,0.13,0.05,0.02,0,0.05,0.03,0.01,0
"Caldwell, North Carolina",Caldwell,0.33,0.24,0.13,0.01,0.41,0.3,0.16,0.01,0.39,0.29,0.16,0.01
"Caldwell, Texas",Caldwell,0.34,0.17,0.07,0.01,0.26,0.15,0.07,0.01,0.32,0.19,0.09,0.01
"Caledonia, Vermont",Caledonia,0.12,0.07,0.03,0,0.11,0.06,0.03,0,0.1,0.06,0.03,0
"Calhoun, Alabama",Calhoun,0.46,0.33,0.2,0.03,0.53,0.35,0.19,0.02,0.59,0.42,0.24,0.04
"Calhoun, Arkansas",Calhoun,0.07,0.04,0.02,0,0.06,0.03,0.01,0,0.07,0.05,0.02,0
"Calhoun, Florida",Calhoun,0.05,0.03,0.01,0,0.03,0.01,0,0,0.05,0.03,0.01,0
"Calhoun, Georgia",Calhoun,0.05,0.03,0.02,0,0.06,0.04,0.02,0,0.05,0.04,0.02,0
"Calhoun, Illinois",Calhoun,0.4,0.16,0.03,0,0.27,0.12,0.02,0,0.26,0.07,0.02,0
"Calhoun, Iowa",Calhoun,0.26,0.09,0.04,0,0.06,0.03,0.02,0,0.81,0.26,0.05,0
"Calhoun, Michigan",Calhoun,0.95,0.66,0.33,0.09,0.94,0.58,0.29,0.07,0.59,0.36,0.2,0.06
"Calhoun, Mississippi",Calhoun,0.05,0.02,0.01,0,0.04,0.02,0.01,0,0.06,0.03,0.01,0
"Calhoun, South Carolina",Calhoun,0.27,0.15,0.05,0,0.36,0.19,0.07,0,0.38,0.25,0.1,0
"Calhoun, Texas",Calhoun,0.24,0.14,0.07,0.01,0.21,0.13,0.07,0.02,0.18,0.12,0.07,0.02
"Calhoun, West Virginia",Calhoun,0.02,0.01,0,0,0.1,0.03,0.01,-0.01,0.08,0.04,0.01,-0.01
"Callahan, Texas",Callahan,0.13,0.09,0.02,0,0.07,0.03,0.01,0,0.06,0.03,0.02,0
"Callaway, Missouri",Callaway,0.47,0.23,0.08,0.01,0.22,0.12,0.05,0.01,0.29,0.14,0.05,0
"Calloway, Kentucky",Calloway,0.43,0.23,0.08,0.01,0.58,0.34,0.12,0.02,0.35,0.19,0.06,0.01
"Calumet, Wisconsin",Calumet,0.97,0.75,0.24,0.04,0.88,0.49,0.17,0.03,0.98,0.84,0.34,0.05
"Calvert, Maryland",Calvert,0.76,0.51,0.22,0.02,0.88,0.66,0.34,0.04,0.85,0.61,0.27,0.03
"Camas, Idaho",Camas,0,0,0,-0.01,0,0,0,-0.01,0,0,0,0
"Cambria, Pennsylvania",Cambria,0.73,0.52,0.26,0.05,0.74,0.54,0.29,0.05,0.63,0.43,0.22,0.04
"Camden, Georgia",Camden,0.17,0.13,0.08,0.01,0.16,0.12,0.08,0.01,0.17,0.14,0.09,0.01
"Camden, Missouri",Camden,0.46,0.32,0.19,0.01,0.32,0.22,0.11,0,0.29,0.2,0.09,0
"Camden, New Jersey",Camden,0.95,0.89,0.82,0.54,1,0.94,0.87,0.57,0.99,0.94,0.85,0.53
"Camden, North Carolina",Camden,0.26,0.13,0.04,0,0.19,0.09,0.02,0,0.22,0.12,0.03,0
"Cameron, Louisiana",Cameron,0.11,0.06,0.03,0,0.07,0.04,0.02,0,0.16,0.1,0.04,0
"Cameron, Pennsylvania",Cameron,0.02,0.01,0,0,0.04,0.02,0.01,0,0.03,0.02,0.01,0
"Cameron, Texas",Cameron,0.63,0.5,0.34,0.1,0.6,0.46,0.31,0.09,0.6,0.49,0.34,0.11
"Camp, Texas",Camp,0.43,0.21,0.06,0.01,0.28,0.11,0.04,0,0.36,0.18,0.06,0
"Campbell, Kentucky",Campbell,0.87,0.67,0.37,0.13,1,0.97,0.67,0.18,0.99,0.94,0.59,0.13
"Campbell, South Dakota",Campbell,0.01,0,0,0,0,0,0,0,0,0,0,-0.01
"Campbell, Tennessee",Campbell,0.24,0.15,0.07,0,0.5,0.35,0.2,0.02,0.35,0.24,0.12,0.01
"Campbell, Virginia",Campbell,0.25,0.15,0.07,0,0.53,0.34,0.15,0.02,0.27,0.18,0.1,0.01
"Campbell, Wyoming",Campbell,0.12,0.09,0.04,0,0.13,0.08,0.04,0,0.12,0.08,0.04,0
"Camuy, Puerto Rico",Camuy,0.74,0.65,0.42,0.01,0.71,0.55,0.33,0,0.78,0.68,0.44,0.01
"Can\xf3vanas, Puerto Rico",Can\xf3vanas,0.95,0.91,0.7,0.11,0.94,0.87,0.61,0.05,0.97,0.92,0.69,0.11
"Canadian, Oklahoma",Canadian,0.77,0.52,0.28,0.04,0.71,0.47,0.25,0.04,0.52,0.36,0.2,0.04
"Candler, Georgia",Candler,0.12,0.07,0.03,0,0.15,0.07,0.03,0,0.19,0.1,0.04,0
"Cannon, Tennessee",Cannon,0.16,0.07,0.02,0,0.38,0.19,0.05,0,0.29,0.14,0.03,0
"Canyon, Idaho",Canyon,0.62,0.46,0.29,0.05,0.37,0.25,0.16,0.04,0.56,0.4,0.22,0.05
"Cape Girardeau, Missouri",Cape Girardeau,0.37,0.23,0.14,0.04,0.6,0.4,0.2,0.05,0.35,0.23,0.13,0.03
"Cape May, New Jersey",Cape May,0.6,0.49,0.35,0.07,0.84,0.64,0.44,0.1,0.72,0.57,0.4,0.07
"Carbon, Montana",Carbon,0.03,0.01,0,0,0.02,0.01,0,0,0.01,0,0,0
"Carbon, Pennsylvania",Carbon,0.81,0.57,0.26,0.02,0.81,0.56,0.24,0.02,0.76,0.54,0.24,0.02
"Carbon, Utah",Carbon,0.04,0.03,0.02,0,0.03,0.02,0.01,0,0.04,0.03,0.02,0
"Carbon, Wyoming",Carbon,0.01,0.01,0,0,0.01,0,0,0,0.01,0.01,0,0
"Caribou, Idaho",Caribou,0.04,0.02,0.01,0,0.04,0.03,0.01,0,0.04,0.02,0.01,0
"Carlisle, Kentucky",Carlisle,0.18,0.05,0.02,-0.01,0.36,0.12,0.03,0,0.1,0.04,0.01,-0.01
"Carlton, Minnesota",Carlton,0.2,0.13,0.06,0.01,0.2,0.13,0.05,0,0.29,0.18,0.08,0.01
"Carolina, Puerto Rico",Carolina,1,1,0.96,0.42,1,1,0.94,0.37,1,1,0.97,0.41
"Caroline, Maryland",Caroline,0.28,0.14,0.06,0,0.62,0.29,0.09,0.01,0.4,0.17,0.06,0
"Caroline, Virginia",Caroline,0.27,0.13,0.04,0,0.4,0.24,0.09,0,0.25,0.15,0.05,0
"Carroll, Arkansas",Carroll,0.41,0.17,0.04,0,0.21,0.09,0.03,0,0.13,0.06,0.02,0
"Carroll, Georgia",Carroll,0.73,0.48,0.23,0.04,0.61,0.39,0.18,0.02,0.76,0.55,0.27,0.04
"Carroll, Illinois",Carroll,0.5,0.18,0.06,0.01,0.23,0.09,0.04,0,0.2,0.09,0.04,0
"Carroll, Indiana",Carroll,0.84,0.35,0.07,0,0.27,0.09,0.04,0,0.33,0.11,0.04,0
"Carroll, Iowa",Carroll,0.49,0.2,0.07,0.01,0.13,0.07,0.04,0,0.86,0.43,0.09,0.01
"Carroll, Kentucky",Carroll,0.57,0.35,0.15,0.04,0.96,0.71,0.25,0.06,0.63,0.41,0.2,0.03
"Carroll, Maryland",Carroll,0.91,0.69,0.31,0.05,0.99,0.8,0.37,0.06,0.99,0.94,0.49,0.06
"Carroll, Mississippi",Carroll,0.11,0.04,0.01,-0.01,0.06,0.02,0,-0.01,0.12,0.06,0.02,0
"Carroll, Missouri",Carroll,0.07,0.04,0.02,0,0.04,0.02,0.01,0,0.02,0.01,0.01,0
"Carroll, New Hampshire",Carroll,0.14,0.09,0.04,0,0.15,0.09,0.04,0,0.18,0.11,0.05,0
"Carroll, Ohio",Carroll,0.85,0.44,0.12,0.01,0.99,0.75,0.19,0.01,0.77,0.42,0.13,0.01
"Carroll, Tennessee",Carroll,0.24,0.11,0.04,0,0.18,0.08,0.04,0,0.23,0.12,0.05,0
"Carroll, Virginia",Carroll,0.15,0.07,0.03,0,0.41,0.22,0.08,0,0.25,0.13,0.04,0
"Carson City, Nevada",Carson City,0.3,0.23,0.18,0.08,0.24,0.19,0.15,0.05,0.34,0.26,0.18,0.07
"Carson, Texas",Carson,0.27,0.13,0.04,0,0.08,0.04,0.02,0,0.06,0.04,0.02,0
"Carter, Kentucky",Carter,0.34,0.17,0.05,0,0.77,0.49,0.2,0.01,0.41,0.25,0.08,0
"Carter, Missouri",Carter,0.06,0.03,0.01,0,0.05,0.02,0.01,0,0.03,0.01,0,0
"Carter, Montana",Carter,0,0,0,-0.01,0,0,0,-0.01,0,0,0,-0.01
"Carter, Oklahoma",Carter,0.53,0.32,0.12,0.01,0.32,0.16,0.07,0.01,0.29,0.19,0.09,0.02
"Carter, Tennessee",Carter,0.39,0.25,0.11,0.01,0.55,0.42,0.25,0.02,0.44,0.35,0.18,0.01
"Carteret, North Carolina",Carteret,0.24,0.18,0.11,0.01,0.23,0.18,0.11,0.01,0.28,0.22,0.14,0.02
"Carver, Minnesota",Carver,1,0.89,0.41,0.1,0.83,0.49,0.25,0.04,1,0.96,0.41,0.08
"Cascade, Montana",Cascade,0.18,0.13,0.08,0.01,0.07,0.05,0.02,0,0.05,0.03,0.02,0
"Casey, Kentucky",Casey,0.04,0.02,0.01,0,0.35,0.14,0.03,0,0.11,0.04,0.01,0
"Cass, Illinois",Cass,0.27,0.1,0.04,0.01,0.13,0.06,0.03,0,0.12,0.06,0.03,0
"Cass, Indiana",Cass,0.88,0.54,0.22,0.03,0.75,0.42,0.15,0.02,0.54,0.29,0.11,0.01
"Cass, Iowa",Cass,0.28,0.12,0.04,0.01,0.07,0.04,0.02,0,0.33,0.13,0.04,0
"Cass, Michigan",Cass,0.97,0.82,0.42,0.02,0.98,0.82,0.39,0.01,0.96,0.77,0.31,0
"Cass, Minnesota",Cass,0.08,0.04,0.01,0,0.06,0.03,0.01,0,0.11,0.05,0.01,0
"Cass, Missouri",Cass,0.72,0.51,0.28,0.03,0.47,0.3,0.14,0.02,0.5,0.31,0.15,0.02
"Cass, Nebraska",Cass,0.59,0.29,0.1,0.01,0.2,0.1,0.05,0,0.78,0.42,0.11,0
"Cass, North Dakota",Cass,0.31,0.19,0.11,0.03,0.27,0.18,0.1,0.03,0.38,0.25,0.13,0.03
"Cass, Texas",Cass,0.16,0.08,0.03,0,0.15,0.07,0.03,0,0.17,0.09,0.04,0
"Cassia, Idaho",Cassia,0.03,0.01,0,0,0.02,0.01,0.01,0,0.03,0.02,0.01,0
"Castro, Texas",Castro,0.07,0.04,0.02,0,0.05,0.03,0.02,0,0.06,0.04,0.02,0
"Caswell, North Carolina",Caswell,0.24,0.11,0.02,0,0.57,0.3,0.07,0,0.38,0.18,0.04,0
"Cata\xf1o, Puerto Rico",Cata\xf1o,1,1,1,0.83,1,1,1,0.74,1,1,1,0.85
"Catahoula, Louisiana",Catahoula,0.03,0.01,0,0,0.02,0,0,-0.01,0.04,0.02,0,0
"Catawba, North Carolina",Catawba,0.89,0.72,0.4,0.07,0.99,0.88,0.51,0.07,0.93,0.8,0.47,0.09
"Catoosa, Georgia",Catoosa,0.87,0.58,0.32,0.04,0.99,0.85,0.46,0.06,0.95,0.78,0.41,0.07
"Catron, New Mexico",Catron,0,0,0,-0.01,0,0,0,-0.01,0,0,0,-0.01
"Cattaraugus, New York",Cattaraugus,0.38,0.2,0.08,0.01,0.3,0.16,0.07,0.01,0.33,0.18,0.08,0.01
"Cavalier, North Dakota",Cavalier,0.02,0.01,0,0,0.02,0.01,0,0,0.03,0.01,0,0
"Cayey, Puerto Rico",Cayey,0.73,0.58,0.36,0.05,0.71,0.54,0.31,0.03,0.79,0.66,0.4,0.05
"Cayuga, New York",Cayuga,0.55,0.3,0.11,0.01,0.79,0.44,0.17,0.02,0.51,0.3,0.11,0.02
"Cecil, Maryland",Cecil,0.75,0.61,0.3,0.04,0.93,0.73,0.4,0.05,0.88,0.7,0.36,0.04
"Cedar, Iowa",Cedar,0.66,0.26,0.06,0.01,0.34,0.09,0.04,0,0.17,0.08,0.03,0
"Cedar, Missouri",Cedar,0.08,0.04,0.02,0,0.07,0.03,0.02,0,0.04,0.02,0.01,0
"Cedar, Nebraska",Cedar,0.13,0.06,0.02,0,0.04,0.02,0.01,0,0.33,0.13,0.03,0
"Ceiba, Puerto Rico",Ceiba,0.66,0.56,0.35,0.03,0.58,0.44,0.26,0.01,0.61,0.5,0.31,0.03
